Liczba,Tweet,Label,,,
2265,"O 3,6% r/r zmniejszyła się w 2019 r. liczba widzów i słuchaczy w teatrach i instytucjach muzycznych.   Czytaj:     GUS statystyki teatr muzyka koncert      ",0.0,,,
2266,"Według stanu na koniec kwietnia 2020 r. odnotowano w REGON znaczny spadek m/m liczby nowo zarejestrowanych podmiotów dla osób fizycznych prowadzących działalność gospodarczą (o 45,3%) oraz spółek (o 28,9%).     GUS statystyki PodmiotyGospodarcze  ",0.0,,,
2267,"Wspaniały jubileusz w świecie statystyki!   Dzisiaj swoje setne urodziny obchodzi Pani Profesor Stanisława Bartosiewicz, laureatka  Odznaki Honorowej za Zasługi dla Statystyki RP, którą w grudniu 2018 przyznał jej Prezes GUS.      ",1.0,,,
2268,(7) Badanie w II kwartale również jest realizowane w sposób ciągły. Zmieniła się wyłącznie metoda pozyskiwania wywiadów. Nie ma mowy o braku porównywalności wyników badania z poprzednimi kwartałami. GUS statystyki,0.0,,,
2269,(6) W zaplanowanym terminie zostaną opublikowane przez GUS wyniki badania za I kwartał  – 26 maja wstępne dane ukażą się w „Biuletynie Statystycznym” oraz w „Informacji o rynku pracy w I kw. 2020 roku”.,0.0,,,
2270,(5) GUS zakończył realizację wywiadów z respondentami za I kwartał 2020 r. zgodnie z przyjętym w BAEL harmonogramem.,0.0,,,
2271," (1) Informacja o tym, że GUS zakończył realizację I kwartału BAEL 15 marca jest nieprawdziwa. Zbieranie danych zostało zakończone na początku kwietnia 2020 r.",0.0,,,
2272,"W Bibliotece Cyfrowej CBS znajdziesz nie tylko opracowania statystyczne o unikalnych walorach historycznych, ale również współczesne.  Odwiedź BC i odkryj jej zasoby:    GUS statystyki LiczySięKAŻDY NSP2021 PSR2020 SpisyPowszechne   ",0.0,,,
2273,"W 2018 r. na terenie Zielonych Płuc Polski z zakładów szczególnie uciążliwych dla czystości powietrza wyemitowano 2,1 tys. t zanieczyszczeń pyłowych i 30,8 tys. t zanieczyszczeń gazowych (spadek odpow. o 31,7% i 33% w por. do 2015 r.).      GUS statystyki  ",0.0,,,
2274,"Jeśli interesujesz się natura i ekologia, to zajrzyj do publikacji GUS Zielone Płuca Polski w 2018, w której prezentujemy statystyki nt. OchronaŚrodowiska leśnictwo RynekPracy demografia kultura turystyka i inne dane o tym wspaniałym ekoregion.     ",0.0,,,
2275,"W zbiorach Centralnej Biblioteki Statystycznej znajdziesz białe kruki, np. tekst konstytucji (uchwały) z 22 VI 1789 r. „Lustracya dymów i podanie ludności”, która uzasadniała przeprowadzenie 1. spisu na ziemiach polskich.  Odkryj CBS!    GUS statystyki  ",0.0,,,
2276,"Digitalizacja zasobów i katalogów bibliotecznych pomaga w poszukiwaniu interesujących nas tytułów. Sprawdź na infografice GUS, jak zwiększa się zastosowanie Internet w bibliotekach. Bibliotekarzom składamy najlepsze życzenia!  statystyki DzieńBibliotekarza DzieńBibliotek  ",0.0,,,
2277,"W 2019 r. powierzchnia upraw agrestu w sadach wyniosła 2276 ha, a zbiory 96 345 dt, co oznacza, że były niższe o 16,5% r/r.  Więcej o wysokości zbiorów owoców przeczytasz:    GUS statystyki rolnictwo PublikacjeGUS    ",0.0,,,
2278,"W 2019 r., 53,7% pracowników najemnych posiadało swobodę w ustalaniu kolejności realizowanych zadań, natomiast wśród pracujących na własny rachunek było to 95,0%.     GUS statystyki praca zatrudnienie RynekPracy PublikacjeGUS   ",0.0,,,
2279,Na koniec 2018 r. 1859 podmiotów z siedzibą w Polsce wykazało zaangażowanie w 3849 jednostkach za granicą.        GUS statystyki przedsiębiorstwa gospodarka JednostkiZagraniczne PodmiotyGospodarcze PolskaGospodarka,0.0,,,
2280,"W kwietniu zmarło w Polsce o 2,4 tys. mniej osób ( o 6,8 proc.) niż w tym samym okresie rok temu  – Zamknięciem chroniliśmy się przed koronawirusem, ale też przed innymi chorobami – na przykład grypą – twierdzi prof. Irena Kotowska, demograf z SGH. DGP GUS",0.0,,,
2281," Na GUS nic nie poradzę ;)  Chociaż można by używać sformułowania - ""wody po-chłodnicze"". Takie nazewnictwo funkcjonuje w branży energetycznej i inżynierii środowiska.",0.0,,,
2282,". podaje, że emisjaCO2 w UE w 2019 r. zmniejszyła się o 4,3% w porównaniu do 2018 r.    Zobacz, jak wygląda Polska na tle pozostałych krajów UE.     GUS statystyki Eurostat środowisko ",0.0,,,
2283,. informuje: 1 IX 2020 rozpocznie się PowszechnySpisRolny.   Po więcej informacji zapraszamy na        GUS statystyki LiczySięRolnictwo PSR2020 rolnictwo,0.0,,,
2284,Przebieg zjawisk demograficznych w 2019 r. nie uległ zmianie w stosunku do obserwowanego przez minione 7 lat. Liczba ludności zmniejsza się od 2012 r. (z wyjątkiem wzrostu o niespełna 1 tys. w 2017 r.).  Sprawdź:    GUS statystyki demografia ludność,0.0,,,
2285,Tożsamość ankietera GUS można sprawdzić:   Lublin lubelskie GUS BadaniaAnkietowe,0.0,,,
2286,"Sprint  w projekcie HLG-MOS UczenieMaszynowe zgromadził 60 uczestników z całego świata. Jednym z nich była p. Dominika Nowak z GUS. Zachęcamy do zapoznania się z prezentacjami nt. 3 obszarów wdrożenia: Kodowanie i klasyfikacja, Edycja i przypisywanie, Analiza obrazowości.",0.0,,,
2287,"Sądzisz, że statystyka rolnictwa jest ciekawa tylko dla rolników? Otwórz „RocznikStatystyczny Rolnictwa 2019” i przekonaj się, że tak nie jest.     GUS statystyki rolnictwo PublikacjeGUS      ",0.0,,,
2288,"W IV kw. 2018 r. zbiorowość osób aktywnych zawodowo powyżej 50. roku życia liczyła 4,6 mln osób, co stanowiło 33,5% ludności w tej grupie wieku.      GUS statystyki RynekPracy zatrudnienie praca HR silversi pracownicy50plus ZarządzanieWiekiem  ",0.0,,,
2289,"WynikFinansowy OFE w 2019 r. wyniósł 1,4 mld zł wobec straty 17,0 mld zł w 2018 r. Aktywa netto OFE na koniec 2019 r. wyniosły 154,8 mld zł, co oznacza spadek aktywów o 2,5 mld zł w ciągu roku.     GUS statystyki  ",0.0,,,
2290," 3,4 % rocznej inflacji w praktyce....pozdrawiamy GUS serdecznie....",-1.0,,,
2291,"O tym, że tajemnica statystyczna to standard międzynar. wywodzący się z ONZ, a dane zbierane podczas spisu powszechnego służą tylko do przedstawienia prawidłowego obrazu społeczeństwa i gospodarki, mówił w  Prezes GUS, dr Dominik Rozkrut.    ",0.0,,,
2292,"Jeśli interesujesz się wynikami szacunku produkcji głównych ziemiopłodów rolnych, WarzywaGruntowe, owoce z drzew i krzewów oraz plantacji jagodowych w 2019 r., szereg danych znajdziesz w:     GUS statystyki rolnictwo    ",0.0,,,
2293,"W 2018 r. grupy przedsiębiorstw osiągnęły łącznie WynikiFinansowe brutto 53,7 mld zł (62,6 mld zł w 2017 r.) i netto 37,9 mld zł (45,7 mld zł w 2017 r.).     GUS statystyki przedsiębiorstwa gospodarka ekonomia PublikacjeGUS  ",0.0,,,
2294,"Z danych i prognoz GUS wynika, że co czwarty Polak (24,8%) ukończył już 60 lat. W r. 2050 osoby starsze mają natomiast stanowić już 40,4% ogółu społeczeństwa. Polska jest jednym z najszybciej starzejących się społeczeństw na świecie, dlatego wyzwaniem jest zapewnienie  1/2  ",0.0,,,
2295,"obecnie"" - czytamy w najnowszym ""Tygodniku Gospodarczym PIE"". Eksperci powołując się na dane GUS wskazali, że od lipca 2019 r. wzrost cen w kategorii ""żywność i napoje bezalkoholowe"" przekracza 6% rocznie. ""Ostatni raz ceny żywności rosły tak szybko na początku  2/3",0.0,,,
2296,"Z danych GUS wynika, że przeciętny Polak zużywa między 100 a 140 litrów wody w ciągu doby. Idzie susza, a my marnujemy wodę...  ",0.0,,,
2297,Polska się wyludnia Polska GUS statystyka,0.0,,,
2298,"Już 1 września br. rozpoczynamy PowszechnySpisRolny! Nasza zaprzyjaźniona rodzina  przypomina dlaczego ważny jest udział w spisie rolnym, po co zbieramy dane i jak wpływa to na nasze rolnictwo   PSR2020 LiczySięRolnictwo statystyka GUS",0.0,,,
2299,"Czy wiesz, że jeszcze przed uchwaleniem Konstytucja3Maja, na sesji Sejmu 9 marca 1789 r. zdecydowano o przeprowadzeniu na ziemiach polskich pierwszego spisu ludności w 1789 r.?LiczySięKażdy   LiczymySięDlaPolski GUS statystyki 3Maja konstytucja spis  NSP2021  ",0.0,,,
2300,W jaki sposób GUS prowadzi statystyki zgonów w Polsce? KoronawirusWPolsce CoronaPandemie liczbazgonów   przez,0.0,,,
2301,"W 2019 r.  67,6% pracujących osób nie posiadało możliwości decydowania o godzinie rozpoczęcia i zakończenia pracy. Samodzielność w tym wymiarze posiadało 78,0% pracujących na własny rachunek.    ŚwietoPracy GUS praca zatrudnienie   ",0.0,,,
2302,Oziminy praktycznie bez strat – jest wstępna ocena przezimowania upraw w 2020 r   przez  GUS  rolnictwo uprawy,0.0,,,
2303,Jak   prowadzi statystykę zgonów? Przeczytaj koniecznie w naszym artykule:    GUS zgony statystyka COVID19 Epidemia,0.0,,,
2304,ŚwiętoPracy w 2020 r. będzie obchodzone przy zachowaniu zasad chroniących przed COVID19. ZostańwDomu i przejrzyj statystyki GUS opisujące RynekPracy w Polska.,0.0,,,
2305,"Tylko dziś jeszcze trwa SpisPróbny. Dziękujemy mieszkańcom 16 gmin, którzy wzięli udział w badaniu.  Przed nami we wrześniu SpisRolny, a za rok NSP2021. Wydarzenia ważne dla nas wszystkich bo… LiczymySięDlaPolski!  GUS statystyki LiczySięKażdy PSR2020  ",0.0,,,
2306,"W 2018 r. grupy przedsiębiorstw osiągnęły łącznie niższe WynikiFinansowe niż w 2017 r. Wygenerowały one 66,8 mld zł zysku z działalności operacyjnej wobec 68,6 mld zł w 2017 r.     GUS statystyki przedsiębiorstwa gospodarka ekonomia PublikacjeGUS  ",0.0,,,
2307,"Przeciętne zatrudnienie w 2019 r. w gospodarce narodowej wyniosło 9196,1 tys. osób i było o 2,2% wyższe r/r (bez podmiotów gospodarczych o liczbie pracujących do 9 osób).   Więcej:    GUS statystyki wynagrodzenia zatrudnienie RynekPracy PublikacjeGUS  ",0.0,,,
2308,"W 2019 r. spośród pracujących kobiet 18,8% nie odczuwało presji czasu w pracy (14,7% mężczyzn), natomiast 11,1% odczuwało częstą presję czasu (11,9% mężczyzn).  Więcej:    GUS statystyki praca zatrudnienie RynekPracy PublikacjeGUS   ",0.0,,,
2309,"Wg szybkiego szacunku w IV 2020 r. ceny towarów i usług konsumpcyjnych w porównaniu z IV 2019 r. wzrosły o 3,4% (wskaźnik cen 103,4), a w stosunku do marca 2020 r. utrzymały się na tym samym poziomie.     GUS CPI WskaźnikCen statystyki inflacja  ",0.0,,,
2310,"Z badań przeprowadzonych w lutym i marcu 2020 r. wynika, że uprawy ozime przezimowały lepiej niż w 2019 r., praktycznie bez strat.     GUS statystyki rolnictwo         ",0.0,,,
2311,-65% liczba turystów w marcu 2020 wobec marca 2019  ‼ 25 mld zł strata przy założeniu utrzymania ograniczeń w 2Q2020  Największy spadek wydatków turystów w 1Q2020: opolskie lubuskie podlaskie  turystyka pandemia covid19 GUS,0.0,,,
2312,"Epidemia koronawirus.a spowodowała, że liczba turystów korzystających z polskiej bazy hotel.owej w marcu br. była niższa o ok. 65 proc. niż przed rokiem - poinformował we wtorek GUS.  ",0.0,,,
2313,"Cztery spółki: Enea, Energa, PGE i Tauron złożyły do URE nowe wnioski taryfowe. Tymczasem nadal nie wprowadzono rekompensat za obowiązujące już wyższe ceny prądu. Z danych GUS wynika, że opłaty za prąd w marcu 2020 r. wzrosły o 13,2% r./r. Więcej:    ",0.0,,,
2314,Podczas pandemii COVID19 szczególnie pamiętamy o bezpieczeństwie i ochronie zdrowia w pracy. Jeżeli możesz ZostańwDomu i PracujwDomu.  GUS statystyki wypadki WypadkiPrzyPracy praca BHP zdrowie kadry prawo firma PIP,0.0,,,
2315,"Roman Fedak, dyrektor  podkreśla w , że w sytuacji zw. z epidemia aktywny udział w SpisPróbny jest bardzo ważny, ponieważ ułatwi jak najlepsze przygotowanie się do NSP2021.        GUS statystyki LiczymySięDlaPolski  ",0.0,,,
2316,Skutki pandemia: w marcu 2020 r. liczba turystów korzystających z noclegów w obiektach posiadających 10 lub więcej miejsc noclegowych była o ok. 65% niższa w porównaniu z marcem ubiegłego roku.       GUS statystyki turystyka koronawirus COVID19,0.0,,,
2317,"W I kw. 2020 r. na zewnętrznej granicy lądowej UE na terenie Polska odnotowano 6,4 mln odpraw, tj. o 13,3% mniej niż w I kw. 2019 r.  Więcej:    GUS statystyki RuchGraniczny granica cudzoziemcy podróże   ",0.0,,,
2318,SpisPróbny do NSP2021 trwa jeszcze tylko do czwartku.  Jak najlepiej wziąć w nim udział?   Przez Internet!  Wejdź na   wypełnij e-formularz i… swój obywatelski obowiązek.   LiczymySięDlaPolski LiczySięKażdy GUS statystyki samospis spis,0.0,,,
2319,"– Jako podstawową formę NSP2021 będziemy promować samospis, dlatego bardzo nam zależy na tym, żeby jak najwięcej osób teraz spisało się przez Internet – powiedział Prezes GUS. Przypomniał, że zostały już tylko 4 dni do końca SpisPróbny.  statystyki LiczymySięDlaPolski",0.0,,,
2320,ZielonaGoraSTAT W kwietniu br. koniunktura oceniana jest najgorzej  od początku prowadzenia badania we wszystkich  prezentowanych obszarach gospodarki.  KoniunkturaGospodarcza GUS statystyki Polska lubuskie covid19,0.0,,,
2321,"W kwietniu 2020 r., zdecydowaną obawę utraty pracy lub zaprzestania prowadzenia własnej działalności wyraziło 19,1% respondentów.      GUS statystyki KoniunkturaKonsumencka NastrojeKonsumentów koniunktura Polska COVID19  ",0.0,,,
2322,"Obroty ładunkowe w polskich portach wzrosły o 2,3% r/r w 2019 Gdańsk Gdynia Świnoujście Szczecin Police GUS  ",0.0,,,
2323,"Obroty ładunkowe w portach morskich w 2019 r. wyniosły 93,9 mln ton i były o 2,3% większe niż rok wcześniej.     GUS statystyki GospodarkaMorska PortyMorskie    ",0.0,,,
2324,"Bezprawnik: Koronawirus sprawia, że rośnie liczba emerytów. Najnowsze dane GUS wskazują na dwukrotny przyrost osób pobierających świadczenie z ZUS. coronavirus COVID19 Covid    w usłudze ",0.0,,,
2325,Bezrobocie w Polsce w marcu 2020 r. - dane GUS podczas koronawirus.a [ARTYKUŁ],0.0,,,
2326,GUS podał dane o bezrobociu. : Nie pokazują jeszcze wpływu koronawirusa   wieszwięcej koronawirus covid19 epidemia koronawiruspolska koronawiruswpolsce coronawirus,0.0,,,
2327,"GUS opublikował dane o bezrobociu. W marcu br. StopaBezrobocia w łódzkie była niższa niż w poprzednim miesiącu o 0,1 p. proc.      ",0.0,,,
2328," Proszę nie tworzyć informacji, które nie są prawdziwe. MRPiPS szacuje dane na początku każdego miesiąca, a GUS publikuje dane o bezrobociu rejestrowanym pod koniec miesiąca.",0.0,,,
2329,"W marcu 2020 urodziło się 27 tys. dzieci (rok temu 28,8 tys.) - to najmniej od grudnia 2015. Liczba zgonów w marcu to 37 tys. - dane GUS.",0.0,,,
2330,"W marcu 2020 r., nastąpił wzrost liczby osób zwolnionych z przyczyn dotyczących zakładu pracy o 8,1% m/m i 3,9% r/r.     GUS statystyki BezrobocieRejestrowane RynekPracy bezrobocie  ",0.0,,,
2331,"Jak pandemia wpłynęła na koniunkturę w budownictwie w tym miesiącu  Okazuje się, że dla niego wskaźnik ogólnego klimatu koniunktury kształtował się na poziomie wynoszącym minus 47,1. Które firmy wystawiły najgorsze oceny?     krnnews gus  ",0.0,,,
2332,Dane GUS o nastrojach konsumenckich: Polacy spodziewają się wyższej inflacji. Polska gospodarka inflacja COVID19 coronavirus koronawiruspolska   przez,0.0,,,
2333,"W marcu 2020 r. stopa bezrobocia rejestrowanego w warmińskomazurskie była niższa o 0,2 p. proc. w porównaniu do lutego 2020 r.  Więcej:    bezrobocie BezrobocieRejestrowane GUS statystyki RynekPracy Olsztyn praca statystyka  ",0.0,,,
2334,"Z opublikowanych wczoraj danych GUS o produkcji budowlano-montażowej w marcu 2020 wynika, że jako jedna z najważniejszych branży zaliczyła wzrost (3,7% r/r). Warto zauważyć, że roboty specjalistyczne rosły 10,8% r/r jest to kolejny z rzędu miesiąc dwucyfrowych wzrostów.",0.0,,,
2335,"„Sytuacja społeczno-gospodarcza kraju w I kwartale 2020 r.” jest już dostępna, a w niej informacje za marzec br. przydatne do analiz wpływu COVID19 na gospodarkę i społeczeństwo.     GUS statystyki PublikacjeGUS RynekPracy koniunktura Zostanwdomu  ",0.0,,,
2336,"Stopabezrobocia zarejestrowanego spadła do 5,4% w marcu GUS bezrobocie  ",0.0,,,
2337,"GUS: bezrobocie w marcu spadło z 5,5 proc. do poziomu 5,4 proc.   Jednocześnie spadło też przeciętne zatrudnienie w firmach o 0,5 proc. ",0.0,,,
2338,"Stopa bezrobocia rejestrowanego w marcu 2020 r. wyniosła 5,4% i była niższa niż w lutym 2020 r. (5,5%).  Więcej w „Biuletynie Statystycznym” 3/2020:    BezrobocieRejestrowane BiuletynStatystyczny GUS statystyki RynekPracy bezrobocie  ",0.0,,,
2339,Publikacja „Produkcja ważniejszych wyrobów przemysłowych marcu 2020” zawiera dane o produkcji ważniejszych wyrobów lub grup asortymentowych reprezentujących poszczególne działy PKWiU 2015 dla sekcji B oraz sekcji C.     GUS statystyki przemysł produkcja,0.0,,,
2340,Jak koronawirus wpłynął na rynek mieszkaniowy w I kw. 2020 r.  Warto przeczytać:   mieszkania rynekpierwotny nieruchomości deweloperzy GUS,0.0,,,
2341,"Według wstępnych danych, w marcu 2020 r. w budownictwie indywidualnym oddano do użytkowania 5425 mieszkań, tj. o 14,6% mniej w porównaniu do lutego 2020.  Więcej:    GUS statystyki mieszkania BudownictwoMieszkaniowe budownictwo domy  ",0.0,,,
2342,"Produkcja budowlano-montażowa wzrosła w marcu o 3,7 proc. w porównaniu z rokiem ubiegłym. Ekonomiści spodziewali się mniejszego wzrostu. Polska godpodarka GUS KoronawirusWPolsce   ",0.0,,,
2343,Do 30 kwietnia 2020 r. w gm. wiejskiej Lidzbark Warmiński trwa SpisPróbny przed NSP2021. Spis odbywa się wyłącznie poprzez samospis internetowy i wywiad telefoniczny.  Więcej informacji na stronie:    GUS statystyki LiczymySięDlaPolski LiczySięKażdy,0.0,,,
2344,"Według wstępnych danych, od stycznia do marca 2020 r. oddano do użytkowania 49,5 tys. mieszkań, tj. o 4,4% więcej niż w tym samym okresie ub. roku.  Więcej:    GUS statystyki mieszkania BudownictwoMieszkaniowe budownictwo domy  ",0.0,,,
2345,"W kwietniu 2020 r. bieżący wskaźnik ufności konsumenckiej (BWUK) osiągnął wartość -36,4 (spadek o 37,7 p. proc. m/m i o 43,6 p. proc. r/r).     GUS statystyki KoniunkturaKonsumencka NastrojeKonsumentów koniunktura  ",0.0,,,
2346,"W marcu 2020 r. produkcja budowlano-montażowa była wyższa o 3,7% w porównaniu marcem 2019 r. i o 25,0% wyższa w stosunku do lutego 2020 r.     GUS statystyki gospodarka produkcja budownictwo  ",0.0,,,
2347," (3) GUS: Warto zaznaczyć, że statystyka publiczna prowadzi działania w różnych obszarach badań w celu odciążenia respondentów, między innymi poprzez wykorzystanie danych z rejestrów i istniejących sprawozdań. (3/3)",0.0,,,
2348,(2) GUS: Realizacja badań oraz opracowanie i terminowa publikacja wyników są możliwe tylko dzięki zaangażowaniu z Państwa strony. (2/3),0.0,,,
2349," (1) GUS: W czasie stanu epidemii bardziej niż kiedykolwiek obywatele, przedsiębiorstwa i decydenci potrzebują rzetelnych statystyk, aby podejmować ważne decyzje. Dlatego bardzo prosimy o uczestnictwo w badaniach statystycznych. (1/3)",0.0,,,
2350," GUS: ceny żywności wzrosły ↗ o 8,6%  w ciągu roku.   papryka czerwona ↗ 85 %   mięso wieprzowe ↗ 27 %   owoce ↗ 19 %  wędliny ↗ 15 %  pieczywo ↗ 8,5 %   drób ↗ 8,5 %,   warzywa ↗ 8 %,  mleko ↗ 7%   cukier ↗ 7 %",0.0,,,
2351,"GUS: ceny żywności wzrosły o 8,6% ↗ w ciągu roku.   papryka czerwona – 85 %  mięso wieprzowe – 27 %   owoce – 19 %.   wędliny – 15 % ,   pieczywo – 8,5 %  drób – 8,5 %,   warzywa – 8 %,   mleko – 7%  cukier – 7 %",0.0,,,
2352,O wpływie pandemii korona wirusa SARS-CoV-2 na koniunkturę gospodarczą w kwietniu 2020 przeczytasz w:     GUS statystyki gospodarka produkcja przemysł przetwórstwo KoniunkturaGospodarcza koniunktura,0.0,,,
2353," Pomimo pandemii GUS bierze również aktywny udział w pracach międzynarodowych gremiów, które działają na rzecz poprawy jakości i dostępności statystyk.    Jutro referat nt. statystyki dla SDGs wygłosi w  z-ca dyr. Dep. Opracowań Statystycznych GUS Magdalena Ambroch.",0.0,,,
2354,"Według ostatecznego szacunku, produkt krajowy brutto (PKB) w 2018 r. wzrósł realnie o 5,3%, r/r, wobec wcześniej opublikowanego wzrostu o 5,1%. Wzrost realny PKB w 2019 r. nie zmienił się i wyniósł 4,1%.     GUS statystyki  ",0.0,,,
2355,Koniunktura gospodarcza (oceny i oczekiwania) Ocena najniższa od początku prowadzenia badań. Dotyczy wszystkich obszarów. Najbardziej pesymistyczne oceny - działalność w obszarze zakwaterowanie i gastronomia.  GUS epidemia,0.0,,,
2356,"GUS: Dynamika sprzedaży detalicznej w marcu rdr w dół aż o 9 procent   W porównaniu do lutego też zanotowano spadek - o 3,3 procent   Najmocniej ucierpiała sprzedaż ubrań i obuwia (aż o połowę!), samochodów, mebli oraz prasy i książek. W górę tylko żywność i leki.",0.0,,,
2357,"W kwietniu 2020 wskaźnik ogólnego klimatu koniunktury gospodarczej w przetwórstwie przemysłowym (NSA) kształtuje się na poziomie minus 44,2.     GUS statystyki gospodarka produkcja przemysł przetwórstwo KoniunkturaGospodarcza koniunktura  ",0.0,,,
2358,"Sprzedaż detaliczna w cenach stałych w marcu 2020 r. była niższa o 9,0% r/r oraz niższa o 3,3% m/m.     GUS statystyki SprzedażDetaliczna DynamikaCen ceny handel  ",0.0,,,
2359,"16 gmin, 30 dni, jedna taka próba na 10 lat!    W trudnych warunkach epidemii COVID19 prowadzimy SpisPróbny przed NSP2021.    Sprawdź na   czy w Twoja gmina też bierze udział i spisz się z nami!   GUS statystyki samospis LiczymySięDlaPolski   ",0.0,,,
2360,"W marcu 2020 r. produkcja sprzedana przemysłu była niższa o 2,3% w porównaniu z marcem 2019 r. i o 2,4% wyższa w porównaniu z lutym 2020 r. GUS statystyki gospodarka produkcja przemysł DynamikaProdukcji    ",0.0,,,
2361,"W marcu 2020 r. produkcja sprzedana przemysłu była niższa o 2,3% w porównaniu z marcem 2019 r. i o 2,4% wyższa w porównaniu z lutym 2020 r.  Więcej:    GUS statystyki gospodarka produkcja przemysł DynamikaProdukcji  ",0.0,,,
2362,"Dotarł do świadomości zajob po danych GUS. Niektórzy dowiedzieli się, że Polacy umierali przed 01.01.2020 rokiem! PolicyOfTruth",-1.0,,,
2363,"W danych GUS za marzec jeszcze nie tak wyraźne, ale widać już wpływ COVID19 na rynek pracy. Miesiąc do miesiąca spadek zatrudnienia wyniósł 0,5%., co oznacza redukcję 34,2 tysiąca etatów. Ilościowo najwyższy wynik od grudnia 2008 r.  Ważne: to dane dla średnich i dużych firm  ",0.0,,,
2364,"Ceny skupu podstawowych produktów rolnych spadły w marcu 2020 r. o 0,3% m/m, natomiast w porównaniu z tym samym okresem ubiegłego roku wzrosły o 5,3%.      GUS statystyki rolnictwo cenyskupu  ",0.0,,,
2365,"GUS: W marcu przeciętne zatrudnienie w sektorze przedsiębiorstw:  • spadło w porównaniu do lutego o 0,5 proc. • ale jest wyższe niż przed rokiem o 0,3 proc.  Przeciętne wynagrodzenie: 5489,21 PLN",0.0,,,
2366,"W marcu 2020 r. przeciętne zatrudnienie w sektorze przedsiębiorstw wyniosło 6411,7 tys. (wzrost o 0,3% r/r).  Więcej:    GUS statystyki gospodarka przedsiębiorstwa praca RynekPracy   ",0.0,,,
2367,"Przeciętne miesięczne wynagrodzenie (brutto) w sektorze przedsiębiorstw w marcu 2020 r. wyniosło 5489,21 zł (wzrost o 6,3% r/r).  Więcej:    GUS statystyki gospodarka przedsiębiorstwa praca wynagrodzenia wynagodzenie RynekPracy   ",0.0,,,
2368,"W końcu grudnia 2019 r., na obszarach przygranicznych, do rejestru REGON wpisanych było 1,5 mln podmiotów (wzrost o 2,8% r/r). Osoby fizyczne prowadzące dział. gosp. stanowiły 72,9%, spółki handlowe 8,6%, a spółki cywilne 6,4%. Więcej w informacji GUS",0.0,,,
2369,"Inflacja tak przyspieszyła, że GUS, tłumacząc się stanem epidemii, przestał publikować jej skalę. Przypominam, że inflacja dotyka wszystkich, także wyborców partii rządzącej.    ",-1.0,,,
2370,Polecam  aby gus w nocy z piątku na sobotę policzył inflacja w biedronka  bedzie czym sie chwalić w tvp tvpis !  Nocna wyprzedaż w Biedronce. Sieć obniża ceny o wartość VAT   przez,-1.0,,,
2371,"Wywóz śmieci, wieprzowina i owoce – te rzeczy podrożały najmocniej w marcu [WYKRES DNIA]   dane GUS inflacja makroekonomia wskaźniki wykres dnia przez ",0.0,,,
2372,"Jak prawidłowo wypełnić formularz spisowy przez Internet? Obejrzyj film i przekonaj się, że to nic trudnego. Wypełniając formularz, nie zapomnij - LiczySięKażdy     GUS SpisPróbny NSP2021     ",0.0,,,
2373,"Ceny w marcu w stosunku do marca ubiegłego roku wzrosły o 4,6 %. Ceny żywności wzrosły o 8,6% Ceny mięsa wzrosły o 15,3% Ceny owoców wzrosły o 19,3% Ceny wywozu śmieci wzrosły o 52,9% Ceny energii elektrycznej wzrosły o 13,2%  inflacja GUS   DYMANIE c.d.n.",-1.0,,,
2374,II SpisPróbny przed NSP2021 w czasie COVID19 prowadzony jest bez udziału rachmistrzów terenowych. W 16 wybranych gminach Polski mieszkańcy mogą spisywać się przez Internet. ZostańwDomu i spisz się przez Internet!  GUS statystyki LiczySięKażdy LiczymySięDlaPolski,0.0,,,
2375,ZostańwDomu w czasie COVID19 i spisz się przez Internet w II SpisPróbny przed NSP2021. To wygodna i bezpieczna metoda przekazania danych. LiczySięKażdy z nas i LiczymySięDlaPolski.  GUS statystyki,0.0,,,
2376,"Według stanu na koniec marca 2020 odnotowano w REGON znaczny spadek m/m liczby nowo zarejestrowanych podmiotów dla osób fizycznych prowadzących działalność gospodarczą (o 18,4%) oraz spółek (o 17%).     GUS statystyki PodmiotyGospodarcze  ",0.0,,,
2377,"  UWAGA, KONKURS! Dla mieszkańców gminy wiejskiej Kłodzko przygotowaliśmy konkurs. Zostanwdomu i wygraj atrakcyjne nagrody!  Szczegóły:   Spisz się online lub skorzystaj z pomocy rachmistrza spisowego! NSP2021 GUS LiczySięKażdy SpisPróbny  ",0.0,,,
2378,Gala finałowa IV edycji Olimpiady Statystycznej właśnie się rozpoczyna! Zajmijcie wygodne miejsca i bądźcie z nami podczas tego doniosłego wydarzenia.  Zapraszamy do oglądania.     GUS statystyki OlimpiadaStatystyczna,0.0,,,
2379,Samospis jest bezpiecznym rozwiązaniem dla respondentów w czasie COVID19. Zachęcamy mieszkańców 16 gmin do przekazywania danych elektronicznie w II SpisPróbny przed NSP2021.   GUS statystyki LiczymySięDlaPolski LiczySięKażdy ZostańwDomu,0.0,,,
2380,"Czy wiesz, że w 2018 r. z miast na tereny wiejskie napłynęło 208,5 tys. osób, a ze wsi do miast wyemigrowało 180,2 tys. osób Ciekawe informacje na temat stopnia rozwoju gospodarczego i poziomu życia na obszarów wiejskich znajdziesz w publikacji GUS:    ",0.0,,,
2381,"Na koniec 2019 r. w REGON wpisanych było 1,5 mln podmiotów GospodarkaNarodowa zlokalizowanych na obszarach przygranicznych w Polska (+2,8% r/r).  Więcej:    GUS statystyki  ",0.0,,,
